"","rule","n","N","runtime"
"725","rule_run_fitclone",15,500,14402
"726","rule_run_fitclone",15,500,14738
"727","rule_run_fitclone",15,200,6391
"728","rule_run_fitclone",10,500,13861
"729","rule_run_fitclone",5,500,14040
"730","rule_run_fitclone",10,500,7180
"731","rule_run_fitclone",10,500,10818
"732","rule_run_fitclone",10,500,13733
"733","rule_run_fitclone",10,200,5384
"734","rule_run_fitclone",15,200,5813
"735","rule_run_fitclone",10,500,13921
"736","rule_run_fitclone",15,200,2587
"737","rule_run_fitclone",10,500,13632
"738","rule_run_fitclone",10,200,5380
"739","rule_run_fitclone",5,500,7085
"740","rule_run_fitclone",5,200,2952
"741","rule_run_fitclone",10,500,14281
"742","rule_run_fitclone",5,500,6963
"743","rule_run_fitclone",15,500,13984
"744","rule_run_fitclone",5,200,4412
"745","rule_run_fitclone",10,200,2800
"746","rule_run_fitclone",15,500,14475
"747","rule_run_fitclone",10,200,2947
"748","rule_run_fitclone",10,200,2819
"749","rule_run_fitclone",10,500,14665
"750","rule_run_fitclone",10,200,5392
"751","rule_run_fitclone",5,500,13722
"752","rule_run_fitclone",5,500,14568
"753","rule_run_fitclone",10,500,6991
"754","rule_run_fitclone",15,200,2956
"755","rule_run_fitclone",10,500,19285
"756","rule_run_fitclone",10,500,11270
"757","rule_run_fitclone",15,200,2867
"758","rule_run_fitclone",5,500,14164
"759","rule_run_fitclone",15,500,14469
"760","rule_run_fitclone",10,500,14460
"761","rule_run_fitclone",10,500,11238
"762","rule_run_fitclone",15,500,14489
"763","rule_run_fitclone",10,500,14651
"764","rule_run_fitclone",15,500,14184
"765","rule_run_fitclone",10,200,5657
"766","rule_run_fitclone",5,500,6903
"767","rule_run_fitclone",10,500,7217
"768","rule_run_fitclone",5,200,2774
"769","rule_run_fitclone",10,200,2663
"770","rule_run_fitclone",5,200,5301
"771","rule_run_fitclone",15,200,5789
"772","rule_run_fitclone",5,200,5577
"773","rule_run_fitclone",10,500,14933
"774","rule_run_fitclone",5,200,2890
"775","rule_run_fitclone",15,500,7036
"776","rule_run_fitclone",10,200,5429
"777","rule_run_fitclone",10,200,5727
"778","rule_run_fitclone",10,500,13923
"779","rule_run_fitclone",10,200,5717
"780","rule_run_fitclone",10,200,5620
"781","rule_run_fitclone",10,500,6752
"782","rule_run_fitclone",15,500,14535
"783","rule_run_fitclone",10,500,13956
"784","rule_run_fitclone",10,200,5549
"785","rule_run_fitclone",15,200,2865
"786","rule_run_fitclone",15,200,5872
"787","rule_run_fitclone",15,500,14440
"788","rule_run_fitclone",5,200,5548
"789","rule_run_fitclone",15,200,2920
"790","rule_run_fitclone",10,200,5935
"791","rule_run_fitclone",10,200,5992
"792","rule_run_fitclone",5,200,2908
"793","rule_run_fitclone",10,500,7225
"794","rule_run_fitclone",5,200,5796
"795","rule_run_fitclone",10,500,14031
"796","rule_run_fitclone",15,200,2752
"797","rule_run_fitclone",15,500,14600
"798","rule_run_fitclone",10,500,14713
"799","rule_run_fitclone",5,200,5297
"800","rule_run_fitclone",10,500,7351
"801","rule_run_fitclone",15,500,6768
"802","rule_run_fitclone",10,200,3049
"803","rule_run_fitclone",15,200,4461
"804","rule_run_fitclone",10,200,2893
"805","rule_run_fitclone",15,200,3001
"806","rule_run_fitclone",15,200,5700
"807","rule_run_fitclone",5,200,5416
"808","rule_run_fitclone",15,200,5648
"809","rule_run_fitclone",5,500,14312
"810","rule_run_fitclone",10,500,6851
"811","rule_run_fitclone",5,500,13792
"812","rule_run_fitclone",10,200,4603
"813","rule_run_fitclone",5,500,11064
"814","rule_run_fitclone",5,500,13975
"815","rule_run_fitclone",5,200,5947
"816","rule_run_fitclone",5,500,13599
"817","rule_run_fitclone",10,500,14483
"818","rule_run_fitclone",5,200,6092
"819","rule_run_fitclone",15,200,5591
"820","rule_run_fitclone",15,200,5298
"821","rule_run_fitclone",10,500,7424
"822","rule_run_fitclone",10,500,7297
"823","rule_run_fitclone",10,200,5003
"824","rule_run_fitclone",10,200,5496
"825","rule_run_fitclone",15,500,14857
"826","rule_run_fitclone",15,200,3028
"827","rule_run_fitclone",10,500,14406
"828","rule_run_fitclone",15,500,11510
"829","rule_run_fitclone",5,500,11181
"830","rule_run_fitclone",5,200,5188
"831","rule_run_fitclone",15,500,14812
"832","rule_run_fitclone",15,500,11429
"833","rule_run_fitclone",15,500,11289
"834","rule_run_fitclone",10,200,5657
"835","rule_run_fitclone",5,500,6862
"836","rule_run_fitclone",5,500,13911
"837","rule_run_fitclone",5,500,13853
"838","rule_run_fitclone",10,500,14000
"839","rule_run_fitclone",10,200,5834
"840","rule_run_fitclone",15,500,14123
"841","rule_run_fitclone",15,200,4401
"842","rule_run_fitclone",5,500,19982
"843","rule_run_fitclone",10,200,2848
"844","rule_run_fitclone",10,200,7567
"845","rule_run_fitclone",10,200,4307
"846","rule_run_fitclone",5,200,2818
"847","rule_run_fitclone",5,500,19345
"848","rule_run_fitclone",10,500,14394
"849","rule_run_fitclone",10,500,7082
"850","rule_run_fitclone",5,500,13935
"851","rule_run_fitclone",5,200,5930
"852","rule_run_fitclone",15,500,6893
"853","rule_run_fitclone",5,500,13963
"854","rule_run_fitclone",5,200,5522
"855","rule_run_fitclone",10,200,3256
"856","rule_run_fitclone",10,500,7097
"857","rule_run_fitclone",5,200,5151
"858","rule_run_fitclone",15,200,5510
"859","rule_run_fitclone",15,500,7073
"860","rule_run_fitclone",15,200,2865
"861","rule_run_fitclone",15,500,13995
"862","rule_run_fitclone",15,200,4651
"863","rule_run_fitclone",15,500,7246
"864","rule_run_fitclone",5,200,2684
"865","rule_run_fitclone",10,500,7046
"866","rule_run_fitclone",5,200,5443
"867","rule_run_fitclone",5,500,14105
"868","rule_run_fitclone",15,500,15608
"869","rule_run_fitclone",15,200,2842
"870","rule_run_fitclone",5,200,6146
"871","rule_run_fitclone",5,500,6905
"872","rule_run_fitclone",10,500,11728
"873","rule_run_fitclone",15,500,7782
"874","rule_run_fitclone",5,500,6722
"875","rule_run_fitclone",15,500,14639
"876","rule_run_fitclone",15,200,2986
"877","rule_run_fitclone",15,200,2846
"878","rule_run_fitclone",10,500,14373
"879","rule_run_fitclone",5,500,14250
"880","rule_run_fitclone",15,500,14483
"881","rule_run_fitclone",10,200,2872
"882","rule_run_fitclone",15,500,13752
"883","rule_run_fitclone",10,500,13441
"884","rule_run_fitclone",15,500,14459
"885","rule_run_fitclone",15,500,7361
"886","rule_run_fitclone",15,200,3007
"887","rule_run_fitclone",5,500,13741
"888","rule_run_fitclone",5,200,5661
"889","rule_run_fitclone",10,200,3068
"890","rule_run_fitclone",10,500,13396
"891","rule_run_fitclone",5,200,5884
"892","rule_run_fitclone",15,200,5393
"893","rule_run_fitclone",5,200,5344
"894","rule_run_fitclone",15,200,5587
"895","rule_run_fitclone",15,200,5886
"896","rule_run_fitclone",5,200,5273
"897","rule_run_fitclone",5,200,2807
"898","rule_run_fitclone",5,200,5526
"899","rule_run_fitclone",15,500,13755
"900","rule_run_fitclone",10,500,13980
"901","rule_run_fitclone",5,200,5418
"902","rule_run_fitclone",5,500,10965
"903","rule_run_fitclone",5,500,13790
"904","rule_run_fitclone",5,500,14114
"905","rule_run_fitclone",15,200,4321
"906","rule_run_fitclone",5,200,2830
"907","rule_run_fitclone",15,500,7250
"908","rule_run_fitclone",10,500,13893
"909","rule_run_fitclone",5,200,5242
"910","rule_run_fitclone",5,500,14408
"911","rule_run_fitclone",5,200,5436
"912","rule_run_fitclone",10,500,6756
"913","rule_run_fitclone",10,200,5626
"914","rule_run_fitclone",10,200,5565
"915","rule_run_fitclone",5,500,6837
"916","rule_run_fitclone",15,500,13780
"917","rule_run_fitclone",5,500,6895
"918","rule_run_fitclone",15,500,14036
"919","rule_run_fitclone",5,200,5767
"920","rule_run_fitclone",5,200,5289
"921","rule_run_fitclone",5,200,4734
"922","rule_run_fitclone",15,200,4716
"923","rule_run_fitclone",15,200,5634
"924","rule_run_fitclone",10,500,14106
"925","rule_run_fitclone",15,500,13857
"926","rule_run_fitclone",10,200,5219
"927","rule_run_fitclone",15,200,3066
"928","rule_run_fitclone",5,500,13773
"929","rule_run_fitclone",15,200,6428
"930","rule_run_fitclone",15,500,14175
"931","rule_run_fitclone",5,200,5448
"932","rule_run_fitclone",15,500,14276
"933","rule_run_fitclone",5,200,5718
"934","rule_run_fitclone",10,200,5755
"935","rule_run_fitclone",15,200,2931
"936","rule_run_fitclone",10,200,4391
"937","rule_run_fitclone",15,200,3000
"938","rule_run_fitclone",5,500,13426
"939","rule_run_fitclone",15,200,2785
"940","rule_run_fitclone",15,500,7207
"941","rule_run_fitclone",5,500,10809
"942","rule_run_fitclone",5,500,14278
"943","rule_run_fitclone",5,500,13926
"944","rule_run_fitclone",5,200,2975
"945","rule_run_fitclone",5,500,13749
"946","rule_run_fitclone",10,200,2752
"947","rule_run_fitclone",15,500,11344
"948","rule_run_fitclone",5,500,13252
"949","rule_run_fitclone",5,500,13905
"950","rule_run_fitclone",15,200,5669
"951","rule_run_fitclone",10,200,3044
"952","rule_run_fitclone",15,200,3039
"953","rule_run_fitclone",15,500,7014
"954","rule_run_fitclone",5,500,13344
"955","rule_run_fitclone",5,500,13913
"956","rule_run_fitclone",10,200,2996
"957","rule_run_fitclone",10,500,14317
"958","rule_run_fitclone",15,200,5820
"959","rule_run_fitclone",10,500,7074
"960","rule_run_fitclone",10,200,4300
"961","rule_run_fitclone",15,200,5043
"962","rule_run_fitclone",5,500,14343
"963","rule_run_fitclone",5,200,5565
"964","rule_run_fitclone",5,200,2701
"965","rule_run_fitclone",10,500,13711
"966","rule_run_fitclone",5,500,14057
"967","rule_run_fitclone",5,500,6869
"968","rule_run_fitclone",10,200,2872
"969","rule_run_fitclone",5,200,5926
"970","rule_run_fitclone",10,200,2883
"971","rule_run_fitclone",15,500,15919
"972","rule_run_fitclone",15,200,2923
"973","rule_run_fitclone",5,500,6659
"974","rule_run_fitclone",15,500,14422
"975","rule_run_fitclone",10,500,14093
"976","rule_run_fitclone",15,200,5798
"977","rule_run_fitclone",5,500,13929
"978","rule_run_fitclone",15,200,5669
"979","rule_run_fitclone",10,500,6484
"980","rule_run_fitclone",10,200,5689
"981","rule_run_fitclone",5,500,6731
"982","rule_run_fitclone",15,200,5984
"983","rule_run_fitclone",10,200,2953
"984","rule_run_fitclone",5,200,5663
"985","rule_run_fitclone",10,200,5723
"986","rule_run_fitclone",15,500,15429
"987","rule_run_fitclone",10,500,15247
"988","rule_run_fitclone",15,200,4454
"989","rule_run_fitclone",15,500,14694
"990","rule_run_fitclone",5,200,5873
"991","rule_run_fitclone",15,200,2917
"992","rule_run_fitclone",15,500,7033
"993","rule_run_fitclone",15,500,15030
"994","rule_run_fitclone",15,500,14182
"995","rule_run_fitclone",5,200,5542
"996","rule_run_fitclone",15,200,5599
"997","rule_run_fitclone",10,500,14354
"998","rule_run_fitclone",5,500,11501
"999","rule_run_fitclone",15,500,7295
"1000","rule_run_fitclone",15,500,14140
"1001","rule_run_fitclone",5,200,2758
"1002","rule_run_fitclone",5,200,3037
"1003","rule_run_fitclone",10,500,7033
"1004","rule_run_fitclone",5,200,5324
"1005","rule_run_fitclone",10,200,3887
"1006","rule_run_fitclone",10,500,13854
"1007","rule_run_fitclone",5,200,7653
"1008","rule_run_fitclone",10,500,14652
"1009","rule_run_fitclone",5,200,5402
"1010","rule_run_fitclone",15,200,3364
"1011","rule_run_fitclone",5,200,4224
"1012","rule_run_fitclone",15,200,2962
"1013","rule_run_fitclone",5,200,6137
"1014","rule_run_fitclone",15,200,5627
"1015","rule_run_fitclone",15,200,5996
"1016","rule_run_fitclone",15,500,14750
"1017","rule_run_fitclone",10,200,5848
"1018","rule_run_fitclone",10,500,15108
"1019","rule_run_fitclone",10,200,2922
"1020","rule_run_fitclone",15,500,7248
"1021","rule_run_fitclone",5,200,5836
"1022","rule_run_fitclone",15,200,4228
"1023","rule_run_fitclone",15,500,7408
"1024","rule_run_fitclone",10,500,6874
"1025","rule_run_fitclone",5,200,5685
"1026","rule_run_fitclone",15,200,4641
"1027","rule_run_fitclone",10,500,11240
"1028","rule_run_fitclone",15,500,14173
"1029","rule_run_fitclone",10,200,6061
"1030","rule_run_fitclone",15,200,5747
"1031","rule_run_fitclone",5,200,2568
"1032","rule_run_fitclone",5,500,19174
"1033","rule_run_fitclone",15,200,3064
"1034","rule_run_fitclone",5,200,6124
"1035","rule_run_fitclone",10,500,7469
"1036","rule_run_fitclone",15,500,13745
"1037","rule_run_fitclone",15,500,13392
"1038","rule_run_fitclone",5,200,5564
"1039","rule_run_fitclone",10,500,7311
"1040","rule_run_fitclone",10,500,7241
"1041","rule_run_fitclone",5,200,2934
"1042","rule_run_fitclone",15,500,13613
"1043","rule_run_fitclone",15,200,5509
"1044","rule_run_fitclone",5,200,5460
"1045","rule_run_fitclone",10,500,13771
"1046","rule_run_fitclone",15,500,15080
"1047","rule_run_fitclone",15,500,13132
"1048","rule_run_fitclone",10,200,3191
"1049","rule_run_fitclone",10,200,5426
"1050","rule_run_fitclone",5,500,11269
"1051","rule_run_fitclone",10,200,5446
"1052","rule_run_fitclone",15,200,4673
"1053","rule_run_fitclone",15,200,5551
"1054","rule_run_fitclone",5,500,6208
"1055","rule_run_fitclone",10,500,14151
"1056","rule_run_fitclone",5,500,13776
"1057","rule_run_fitclone",10,500,13882
"1058","rule_run_fitclone",10,200,5454
"1059","rule_run_fitclone",15,500,14558
"1060","rule_run_fitclone",15,500,14262
"1061","rule_run_fitclone",10,500,7057
"1062","rule_run_fitclone",5,500,13485
"1063","rule_run_fitclone",15,500,10984
"1064","rule_run_fitclone",15,200,2925
"1065","rule_run_fitclone",15,500,13448
"1066","rule_run_fitclone",5,500,13537
"1067","rule_run_fitclone",15,500,14559
"1068","rule_run_fitclone",10,200,5700
"1069","rule_run_fitclone",10,200,5689
"1070","rule_run_fitclone",5,200,5266
"1071","rule_run_fitclone",5,500,13377
"1072","rule_run_fitclone",15,200,2831
"1073","rule_run_fitclone",5,500,7018
"1074","rule_run_fitclone",5,200,5534
"1075","rule_run_fitclone",5,500,6729
"1076","rule_run_fitclone",10,200,4369
"1077","rule_run_fitclone",5,500,6580
"1078","rule_run_fitclone",5,200,2784
"1079","rule_run_fitclone",15,500,14190
"1080","rule_run_fitclone",5,200,3046
"1081","rule_run_fitclone",5,500,14259
"1082","rule_run_fitclone",15,200,2902
"1083","rule_run_fitclone",5,200,6174
"1084","rule_run_fitclone",5,500,13792
"1085","rule_run_fitclone",10,500,11381
"1086","rule_run_fitclone",10,500,7447
"1087","rule_run_fitclone",15,200,3155
"1088","rule_run_fitclone",15,500,7377
"1089","rule_run_fitclone",15,500,14134
"1090","rule_run_fitclone",10,200,2893
"1091","rule_run_fitclone",15,200,5536
"1092","rule_run_fitclone",10,500,14391
"1093","rule_run_fitclone",15,200,2823
"1094","rule_run_fitclone",15,200,2961
"1095","rule_run_fitclone",10,200,2742
"1096","rule_run_fitclone",15,200,5985
"1097","rule_run_fitclone",5,500,13597
"1098","rule_run_fitclone",10,200,4394
"1099","rule_run_fitclone",10,200,4205
"1100","rule_run_fitclone",15,500,7183
"1101","rule_run_fitclone",10,500,6561
"1102","rule_run_fitclone",10,200,6037
"1103","rule_run_fitclone",15,200,5341
"1104","rule_run_fitclone",5,500,13843
"1105","rule_run_fitclone",5,200,2839
"1106","rule_run_fitclone",10,200,2768
"1107","rule_run_fitclone",5,200,5600
"1108","rule_run_fitclone",5,200,5648
"1109","rule_run_fitclone",5,200,5415
"1110","rule_run_fitclone",15,500,7204
"1111","rule_run_fitclone",5,500,6684
"1112","rule_run_fitclone",10,200,5460
"1113","rule_run_fitclone",5,500,13308
"1114","rule_run_fitclone",5,200,5159
"1115","rule_run_fitclone",15,200,5654
"1116","rule_run_fitclone",15,200,5883
"1117","rule_run_fitclone",15,200,5413
"1118","rule_run_fitclone",5,200,6038
"1119","rule_run_fitclone",5,200,2657
"1120","rule_run_fitree_masked_normal",15,200,37314
"1121","rule_run_fitree_masked_normal",10,200,5542
"1122","rule_run_fitree_masked_normal",10,200,7018
"1123","rule_run_fitree_masked_normal",15,500,131999
"1124","rule_run_fitree_masked_normal",5,200,362
"1125","rule_run_fitree_masked_normal",15,500,148835
"1126","rule_run_fitree_masked_normal",15,500,136787
"1127","rule_run_fitree_masked_normal",5,500,2014
"1128","rule_run_fitree_masked_normal",5,200,603
"1129","rule_run_fitree_masked_normal",10,500,21052
"1130","rule_run_fitree_masked_normal",10,500,26682
"1131","rule_run_fitree_masked_normal",5,500,1894
"1132","rule_run_fitree_masked_normal",15,200,29196
"1133","rule_run_fitree_masked_normal",5,200,506
"1134","rule_run_fitree_masked_normal",5,500,1293
"1135","rule_run_fitree_masked_normal",5,200,1000
"1136","rule_run_fitree_masked_normal",15,200,53300
"1137","rule_run_fitree_masked_normal",5,200,314
"1138","rule_run_fitree_masked_normal",5,200,578
"1139","rule_run_fitree_masked_normal",5,200,273
"1140","rule_run_fitree_masked_normal",5,200,905
"1141","rule_run_fitree_masked_normal",5,200,486
"1142","rule_run_fitree_masked_normal",10,200,4974
"1143","rule_run_fitree_masked_normal",5,500,1738
"1144","rule_run_fitree_masked_normal",5,200,841
"1145","rule_run_fitree_masked_normal",15,200,44718
"1146","rule_run_fitree_masked_normal",15,500,138115
"1147","rule_run_fitree_masked_normal",5,500,1205
"1148","rule_run_fitree_masked_normal",15,500,113664
"1149","rule_run_fitree_masked_normal",10,500,13392
"1150","rule_run_fitree_masked_normal",10,200,5160
"1151","rule_run_fitree_masked_normal",10,200,7795
"1152","rule_run_fitree_masked_normal",10,500,30019
"1153","rule_run_fitree_masked_normal",15,200,33492
"1154","rule_run_fitree_masked_normal",5,500,2280
"1155","rule_run_fitree_masked_normal",5,200,425
"1156","rule_run_fitree_masked_normal",5,200,467
"1157","rule_run_fitree_masked_normal",15,500,59464
"1158","rule_run_fitree_masked_normal",5,500,1570
"1159","rule_run_fitree_masked_normal",10,500,16757
"1160","rule_run_fitree_masked_normal",10,200,7575
"1161","rule_run_fitree_masked_normal",5,500,1411
"1162","rule_run_fitree_masked_normal",10,200,9371
"1163","rule_run_fitree_masked_normal",15,500,104324
"1164","rule_run_fitree_masked_normal",10,200,5355
"1165","rule_run_fitree_masked_normal",15,200,26566
"1166","rule_run_fitree_masked_normal",10,500,27159
"1167","rule_run_fitree_masked_normal",15,500,60733
"1168","rule_run_fitree_masked_normal",15,500,121523
"1169","rule_run_fitree_masked_normal",10,500,28051
"1170","rule_run_fitree_masked_normal",5,500,1341
"1171","rule_run_fitree_masked_normal",15,200,31410
"1172","rule_run_fitree_masked_normal",15,500,104335
"1173","rule_run_fitree_masked_normal",15,500,106529
"1174","rule_run_fitree_masked_normal",5,500,1327
"1175","rule_run_fitree_masked_normal",5,200,708
"1176","rule_run_fitree_masked_normal",5,200,781
"1177","rule_run_fitree_masked_normal",10,200,4506
"1178","rule_run_fitree_masked_normal",15,500,54646
"1179","rule_run_fitree_masked_normal",10,500,33463
